anime_name,anime_review
Остров,"8,0"
Повелитель тьмы: Другая история мира,"8,3"
Повелитель Рагнарёка и покровитель эйнхерий,"7,1"
Девчонка не промах,"8,2"
Клетки за работой,"8,7"
Ангел кровопролития,"7,7"
Фантом в сумерках,"7,6"
Плеяда семи звёзд,"7,4"
Куми и тюльпан,"6,7"
Музыка Аки,—
Музыкальные девчонки,"6,1"
Музыкальные девчонки,"4,7"
Тысяча мушкетёров,"4,6"
Харука и Каната принимают подачу,"7,9"
Сладкая жизнь,"7,9"
Бадминтон Аяно Ханэсаки,"7,2"
Необъятный океан,"9,4"
Вольный стиль! Заплыв в будущее,"8,8"
Дорога в школу Чио-чан,"8,3"
Банановая рыба,"9,0"
Из якудза в идолы,"8,0"
Давайте сыграем,"8,5"
Анголмуа: Хроники монгольского нашествия,"8,5"
С этим клубом точно что-то не так!,"7,6"
Баракамон,"9,0"
Ханда-кун,"8,4"
Судьба/Девочка-волшебница Иллия 3: Спешлы,"6,2"
Судьба/Девочка-волшебница Иллия 3,"7,8"
Судьба/Девочка-волшебница Иллия 2: Продолжение — Спешлы,"6,1"
Судьба/Девочка-волшебница Иллия 2: Продолжение,"7,4"
Судьба/Девочка-волшебница Иллия 2 OVA,"6,7"
Судьба/Девочка-волшебница Иллия 2: Спешлы,"6,9"
Судьба/Девочка-волшебница Иллия 2,"7,5"
Судьба/Девочка-волшебница Иллия: Клятва под снегом — Спешл,"6,3"
Судьба/Девочка-волшебница Иллия: Клятва под снегом,"8,0"
Судьба/Девочка-волшебница Иллия: Спешлы,"6,8"
Судьба/Девочка-волшебница Иллия OVA,"6,6"
Судьба/Девочка-волшебница Иллия,"7,2"
Магическая академия Атараксия: Гибрид x Сердце — Спешлы,"7,8"
Магическая академия Атараксия: Гибрид x Сердце,"7,3"
Ребята-чирлидеры!! Рекап,—
Аватар короля: Спецвыпуски,"9,0"
Ребята-чирлидеры!!,"7,1"
Сервамп: Алиса в саду,"8,4"
Сервамп: Весь мир — театр,"7,7"
Сервамп: Спешлы,"7,6"
Мэри и ведьмин цветок,"8,6"
Сервамп,"8,2"
Запретная татуировка,"6,5"
Ди Грэй-мен,"8,8"
Ди Грэй-мен: Святые,"8,7"
Дуэт и вспышка молнии,"8,2"
Мастерская котёнка,"8,4"
Новая игра! 2,"8,3"
Новая игра! Я с коллективом впервые на...,"8,1"
Новая игра!,"8,2"
Сказание об Арслане OVA 2,"7,2"
Сказание об Арслане OVA,"6,5"
Сказание об Арслане,"8,6"
Дни: Матч с академией Тоин,"8,2"
Дни OVA,—
Дни,"8,0"
Проект-Б: Амбициозное биение,"6,9"
"Моб Психо 100: Рэйгэн — Чудо-экстрасенс, которого никто не знает","8,2"
Моб Психо 100,"9,1"
Лу за стеной,"8,0"
Чудачества любви не помеха! История Рикки,"8,3"
Чудачества любви не помеха! На линии фронта,"7,5"
"Вельзепуз: Малыш, которого я подобрал, — Король демонов?!","8,5"
Вельзепуз,"8,9"
Чудачества любви не помеха! 2 Lite,"8,1"
Чудачества любви не помеха! Lite,"8,0"
Чудачества любви не помеха: Положись на меня,"8,9"
Перезапись: Луна и Земля,"8,4"
Перезапись,"8,1"
Чудачества любви не помеха! 2,"8,5"
Чудачества любви не помеха! Яркое... и весёлое Рождество,"8,5"
Моя первая любовь — монстр OVA,"5,3"
Моя первая любовь — монстр,"5,1"
Чудачества любви не помеха!,"8,4"
Мы свяжем лодку,"8,4"
Мир удона Поко,"8,7"
"Путешественницы во времени: Мари, Вака и 8 ученых",—
Оккультная девятка,"7,8"
Марафонцы!,"6,8"
Я требую яоя!,"7,5"
Изо всех сил!!,"8,2"
Кэйджо!!!!!!!!,"7,8"
Последний период: История бесконечной спирали,"5,5"
Чайная «Рокуходо»,"8,6"
Железнодорожный переезд,"6,5"
Красавцы из клуба защитников Земли,"6,1"
Красавцы из клуба защитников Земли 2,"5,3"
Красавцы из клуба защитников Земли OVA,"4,9"
Красавцы из клуба защитников Земли 3,"4,7"
Лострейдж: Объединение «WIXOSS» — Недостающее звено,"3,4"
Селектор: Разрушение «WIXOSS»,"6,9"
Селектор: Заражение «WIXOSS» — Мидорико-сан и Пирурук-тан,—
Второй Мэйджор,"6,4"
Селектор: Заражение «WIXOSS»,"7,5"
Селектор: Распространение «WIXOSS»,"7,8"
Лострейдж: Побуждение «WIXOSS»,"7,3"
Лострейдж: Объединение «WIXOSS»,"6,8"
Крутой учитель Онидзука: Ранние годы,"8,8"
Профессор Лейтон и Дива Вечности,—
Детективное агентство Лейтон: Расследования Кэт,"6,1"
Крутой учитель Онидзука,"9,5"
Денежное поле,"4,6"
Мегалобокс,"9,0"
Люпен III: Часть IV,"7,0"
Люпен III: Часть V,"7,3"
Любовные страсти пансиона Татибана,"6,3"
Тада не может влюбиться,"8,4"
Космический линкор Тирамису,"6,0"
Заблудший путник,"7,6"
Вы ещё не знаете Гунмы,"5,4"
Девушки-пони: Славное дерби,"7,7"
Легенда о героях Галактики (2018),"7,7"
Девочка-волшебница Орэ,"6,7"
Комиксистки,"7,5"
Повелитель 3,"9,0"
Баскетбол Куроко: Последняя игра,"9,2"
Капитан Цубаса,"6,4"
Баскетбол Куроко 3,"9,2"
Дворецкие: История тысячи столетий,"7,0"
Амантю! 2,"6,7"
Амантю! Спешл,—
Амантю!,"7,1"
Потерянная песня,"7,2"
Весы Нил Адмирари: Загадочная история Тэйто,"7,8"
Баскетбол Куроко 2,"9,1"
Баскетбол Куроко,"9,0"
Рок-шоу!! 2,"7,3"
Рок-шоу!!,"7,6"
Матой: Изгоняющая духов — Спешл,—
Матой: Изгоняющая духов,"6,1"
Знойный пинг-понг,"6,4"
Обманщик: «Юные детективы» Рампо Эдогавы OVA,—
Обманщик: «Юные детективы» Рампо Эдогавы,"7,9"
Рояль в лесу,"8,2"
Рояль в лесу,"8,3"
"И все же, грешник танцует с драконом","7,1"
Меч Гая,"6,8"
Повар небесной гостиницы,"8,8"
Алиса или Алиса: Брат-сисконщик и сёстры-близняшки,"6,3"
Я и 23 раба,"7,4"
Сайт волшебниц,"8,0"
Повторная жизнь,"8,7"
Повторная жизнь: Заключительная глава,"9,2"
Небесная машина Пандора,"7,2"
Щелкунчик Китаро (2018),"7,2"
Праздник кукол,"8,5"
Стальная тревога! Новый рейд: Выходной день капитана,"7,8"
Стальная тревога? Фумоффу,"8,4"
Стальная тревога,"8,6"
Стальная тревога! Новый рейд,"8,6"
Стальная тревога! Искусная победа,"8,6"
Реальная девушка,"8,0"
Лиз и синяя птица,"8,2"
Звучи! Эуфониум 2: Спешлы,"7,1"
Аккун и девушка,"7,1"
Звучи! Эуфониум 2,"8,8"
"Звучи, эуфониум! Пусть мелодия дойдёт до тебя","8,0"
"Звучи, эуфониум! Добро пожаловать в клуб духового оркестра старшей школы Китауджи","7,4"
Звучи! Эуфониум: Монака бросилась вперёд,"7,5"
Звучи! Эуфониум: Будни школьного оркестра,"7,1"
Звучи! Эуфониум,"8,5"
Золотое божество,"9,0"
Штурмовые ведьмы,"7,5"
Штурмовые ведьмы: Операция «Стрела победы»,"7,1"
Штурмовые ведьмы 2,"7,4"
Штурмовые ведьмы OVA,"5,8"
Штурмовые ведьмы,"7,4"
Храбрые ведьмы: Эпизод 13,—
Храбрые ведьмы,"6,9"
Магия Стеллы: Спешлы,—
Магия Стеллы,"6,9"
Волшебство: Ренессанс,"7,3"
Лиричная волшебница Наноха 2: Ас,—
Лиричная волшебница Наноха,—
Сердечный треугольник,—
Лиричная волшебница Наноха,"5,8"
Лиричная волшебница Наноха: Ас,—
Лиричная волшебница Наноха: Искатели,—
Лиричная волшебница Наноха: Вивид,—
Вивид Страйк! Спешлы,—
Решающий удар!,"7,6"
Проект воспитания девочек-волшебниц,"7,6"
Работа!! 3: Лорд Таканаси,"7,8"
Работа!! 3,"8,1"
Работа!! 2,"8,2"
Работа!!,"7,9"
WWW.Работа!!,"7,5"
"Изетта, последняя ведьма","7,5"
Апельсин: Будущее,"8,3"
Апельсин,"8,3"
Атом: Начало,"7,1"
Врата Штейна: Найти недостающее звено — Деление на ноль,"9,0"
Эльфийская песнь: Под проливным дождём,"8,2"
Эльфийская песнь,"8,5"
Записки о робототехнике,"7,6"
Врата Штейна 0,"9,2"
Персона 3 фильм 4: Зима перерождения,"7,5"
Персона 3 фильм 3: Падение,"7,2"
Персона 3 фильм 2: Мечта летнего рыцаря,"7,5"
"Персона 4: Золотое издание — Благодарю, Мистер Сообщник",—
Персона 4: Золотое издание,"6,8"
Персона 4: Фактор надежды,—
Персона 4: Никто не одинок,"5,6"
Персона 5: День нарушителей,"7,3"
Персона 3 фильм 1: Новое начало,"7,5"
Персона 4,"7,5"
Персона: Душа троицы,"6,8"
Персона 5,"8,1"
Так сложно любить отаку,"8,9"
"Девочка, покорившая время","8,7"
Би: Начало,"8,2"
Семейка Франкенштейн,"7,3"
Мастера Меча Онлайн: Альтернативная «Призрачная пуля»,"8,0"
Калигула,"6,5"
Линия Дьявола,"8,1"
Поющий принц 4,"6,7"
Поющий принц 3,"7,0"
Поющий принц 2: Спешл,"6,5"
Поющий принц 2,"7,3"
Поющий принц,"7,2"
Бубуки Буранки: Звезда гигантов,"4,9"
Бубуки Буранки,"5,8"
Контракт душ 2,"8,7"
Контракт душ,"8,4"
Кровопийцы,"6,9"
Хладнокровный Хозуки 2: Часть II,"9,0"
Хладнокровный Хозуки 2,"8,9"
Хладнокровный Хозуки OVA,"8,7"
Хладнокровный Хозуки,"8,8"
Путешествие Кино: Прекрасный мир - Страна башни,"7,6"
Путешествие Кино: Для тебя,"7,7"
Путешествие Кино: Жизнь продолжается,"8,3"
Путешествие Кино: Прекрасный мир,"8,8"
Путешествие Кино: Прекрасный мир (2017),"8,6"
Принцесса-шпионка: Доклад Энджи,—
Принцесса-шпионка,"8,1"
"Прекрасна, как луна: Рекап","7,0"
"Прекрасна, как луна: Спешл","6,9"
"Прекрасна, как луна","8,2"
Эроманга-сэнсэй,"7,6"
Как воспитать героиню из обычной девушки 2,"8,1"
Как воспитать героиню из обычной девушки 2: Эпизод 0,"8,1"
Как воспитать героиню из обычной девушки: Пилотный эпизод,"7,7"
Моя геройская академия: Два героя,"8,8"
Как воспитать героиню из обычной девушки,"7,6"
Фантазия Гранблю,"7,3"
Габриэль бросает школу: Спешлы,"8,3"
Габриэль бросает школу,"8,0"
Дракон-горничная госпожи Кобаяси: Валентинки и горячие источники! — Только не ожидайте слишком многого,"8,6"
Дракон-горничная Кобаяши: Спешлы,"7,6"
Дракон-горничная госпожи Кобаяси,"8,5"
АККА: Инспекция по 13 округам — Спешлы,"7,6"
АККА: Инспекция по 13 округам,"8,7"
Этот замечательный мир! 2 OVA,"8,9"
Этот замечательный мир! 2,"8,9"
Этот замечательный мир! OVA,"8,9"
Этот замечательный мир!,"8,8"
Академия ведьмочек: Колдовской парад,"8,5"
Академия ведьмочек,"8,3"
Академия ведьмочек,"8,6"
Первый шаг: Восхождение,"9,2"
Первый шаг: Новый вызов,"9,3"
Первый шаг: Машиба против Кимуры,"8,8"
Первый шаг: Специальный эпизод,"8,5"
Первый шаг: Путь чемпиона,"8,8"
Первый шаг,"9,4"
Намбака: Спешл,"8,3"
Намбака 2,"8,7"
Намбака,"8,7"
Наруто 10: Последний фильм,"8,8"
Наруто 2: Большое столкновение! Призрачные руины в глубине земли,"7,7"
Боруто: Фильм Наруто,"7,1"
Тетрадь дружбы Нацумэ 6: Спешлы,"8,8"
Тетрадь дружбы Нацумэ 5: Спешлы,"8,6"
Тетрадь дружбы Нацумэ: Однажды зимним днем,"8,7"
Тетрадь дружбы Нацумэ: Нянко-сэнсэй и первое поручение,"8,7"
Тетрадь дружбы Нацумэ 6,"9,1"
Тетрадь дружбы Нацумэ 5,"9,1"
Тетрадь дружбы Нацумэ 4,"9,2"
Тетрадь дружбы Нацумэ 3,"9,0"
Тетрадь дружбы Нацумэ 2,"9,0"
Тетрадь дружбы Нацумэ,"9,0"
Сказание о демонах сакуры: Книга сказок,—
Сказание о демонах сакуры OVA,"7,1"
Сказание о демонах сакуры: Хроники снежных цветов,"7,3"
Сказание о демонах сакуры: Небесный гость,"7,4"
Сказание о демонах сакуры: Киотский танец,"7,9"
Сказание о демонах сакуры: Эпизод 0,"7,4"
Сказание о демонах сакуры: Хроники рассвета,"7,8"
Сказание о демонах сакуры: Записи голубой крови,"8,1"
Сказание о демонах сакуры: Сказание о Синсэнгуми,"8,3"
Врата: Там бьются наши воины — Огнедышащие драконы,"8,9"
Врата: Там бьются наши воины,"8,9"
Черный кот: эпизод 24 - Упрямый кот,—
Черный кот,"7,4"
Черная пуля,"8,4"
Бездомный бог OAD,"9,0"
Бездомный бог: Арагото OAD,"9,1"
Бездомный бог: Арагото,"9,0"
Бездомный бог,"8,8"
"Очень приятно, Бог: Будьте счастливы","9,4"
"Очень приятно, Бог 2 OVA","9,4"
"Очень приятно, Бог OVA","9,2"
"Очень приятно, Бог 2","9,3"
"Очень приятно, Бог","9,2"
Пожиратель душ: Класс «НОТ»,"4,5"
Пожиратель душ,"9,0"
Президент студсовета — горничная! Спешл,"8,3"
Президент студсовета — горничная! Омейк,"8,7"
Президент студсовета — горничная!,"9,0"
Темнее черного: Черный контрактор — Спешл,"8,6"
Темнее черного: Черный контрактор — Гайдэн,"8,8"
Темнее черного: Близнецы и падающая звезда,"8,4"
Врата Штейна: Эгоистичная пориомания,"9,1"
Врата Штейна: Зона загрузки дежавю,"9,2"
Темнее черного,"8,9"
Дневник будущего: Повторный набор,"8,1"
Дневник будущего OVA,"7,3"
Дневник будущего,"7,9"
Великий из бродячих псов: Путешествие в одиночку,"8,7"
Великий из бродячих псов 2,"8,9"
Великий из бродячих псов,"8,8"
Последний Серафим: Вампир Шахар,"8,2"
Последний Серафим: Битва в Нагое,"8,8"
Последний Серафим,"8,6"
Сотня,"7,8"
Берсерк 3: Воспоминания ведьмы,"7,1"
Берсерк 3,"7,5"
Берсерк 2,"6,5"
Берсерк: Золотой Век I — Бехерит властителя,"8,3"
Берсерк: Золотой Век II — Битва за Долдри,"8,3"
Берсерк: Золотой Век III — Сошествие,"8,6"
Кулинарные поединки Сомы: Второе блюдо OVA,"8,5"
Кулинарные поединки Сомы OVA,"8,2"
Кулинарные поединки Сомы: Третье блюдо — Часть II,"8,9"
Кулинарные поединки Сомы: Третье блюдо,"9,0"
Кулинарные поединки Сомы: Второе блюдо,"9,0"
Кулинарные поединки Сомы,"9,0"
Кланнад: Продолжение истории,"9,3"
"Кланнад: Продолжение истории — Другой мир, глава Кё","8,5"
"Кланнад: Другой мир, глава Томоё","8,6"
Кланнад фильм,"8,0"
Кланнад,"8,7"
Берсерк,"9,4"
Мастера Меча Онлайн: Порядковый ранг,"8,7"
Мастера Меча Онлайн: Дополнительное издание,"8,0"
Мастера Меча Онлайн 2,"8,6"
Мастера Меча Онлайн,"9,1"
Нана,"9,3"
Мой сосед Тоторо,"9,3"
"Может, я встречу тебя в подземелье? OVA","8,4"
"Может, я встречу тебя в подземелье?","8,7"
"Может, я встречу тебя в подземелье? Меч Оратории","7,9"
Сказка о Хвосте феи 2,"8,9"
Сказка о Хвосте феи: Плач дракона,"8,7"
Лог Горизонт 2,"8,5"
Лог Горизонт,"8,7"
Моя геройская академия: Смертельная тренировка,"8,1"
Моя геройская академия 3,"8,8"
Моя геройская академия 2: Заметки героя,"8,0"
Моя геройская академия: Тренировка спасателей,"8,0"
Моя геройская академия 2,"8,8"
Моя геройская академия,"8,6"
Код Гиас: Нанналли в Стране чудес,"7,4"
Код Гиас: Отступник Акито 5 — Быть любимым,"7,7"
Код Гиас: Отступник Акито 4 — Храня ненависть,"7,5"
Код Гиас: Отступник Акито 3 — Яркое падение,"7,5"
Код Гиас: Отступник Акито 2 — Разрыв Виверны,"7,5"
Код Гиас: Отступник Акито 1 — Падение Виверны,"7,2"
Судьба/Дополнение: Последний вызов на бис,"7,0"
Код Гиас: Восставший Лелуш 2,"9,5"
Код Гиас: Восставший Лелуш — Реквием Зеро,"8,4"
Код Гиас: Восставший Лелуш — Темное восстание,"8,3"
Код Гиас: Восставший Лелуш — Спешлы,"7,9"
Код Гиас: Восставший Лелуш,"9,3"
"Город, в котором меня нет","9,3"
Охотник х Охотник 2,"9,5"
Охотник х Охотник,"9,3"
Ковбой Бибоп: Достучаться до небес,"9,1"
Добро пожаловать в класс превосходства,"8,8"
Ковбой Бибоп,"9,3"
В другом мире со смартфоном,"7,5"
Класс убийц: 365 дней,"8,4"
Класс убийц 2,"9,1"
Класс убийц: Время встречи,"8,5"
Класс убийц: Джамп Феста 2013,"8,0"
Класс убийц,"8,8"
Ходячий замок,"9,5"
Унесённые призраками,"9,5"
Форма голоса,"9,3"
Ярость Бахамута: Невинная душа,"8,5"
Ярость Бахамута: Генезис,"8,5"
Волейбол против «Неудачников»!!,"8,7"
Волейбол!! 3 OVA,"8,6"
Волейбол!! Гений и чувство,"8,5"
Волейбол!! 3,"9,3"
Волейбол!! Победители и проигравшие,"8,8"
Волейбол!! Начало и конец,"8,8"
Волейбол!! 2,"9,3"
Волейбол!! OVA,"8,9"
Волейбол!!,"9,2"
Гинтама 7,"8,9"
Гинтама 6,"9,1"
Гинтама 5,"9,2"
Гинтама 4,"9,2"
Гинтама 3,"9,2"
Гинтама 2,"9,2"
Гинтама,"9,0"
Геймеры!,"7,0"
Токийский гуль: «Джек»,"8,1"
Токийский гуль: «Пинто»,"8,1"
Токийский гуль 3: Перерождение,"7,2"
Токийский гуль 2,"8,3"
Токийский гуль,"8,8"
Старшая школа DxD: Спешлы,"8,1"
Старшая школа DxD OVA,"8,3"
Старшая школа DxD 4: Герой,"8,2"
Старшая школа DxD 3: Рождение,"8,5"
Старшая школа DxD 2,"8,5"
Старшая школа DxD,"8,4"
Серебряный страж 2,"7,0"
Серебряный страж,"6,4"
Аватар короля,"8,6"
Искусство обмана,"5,7"
Двойной ангел,—
Двойной ангел: Прорыв,"6,0"
Семь небесных добродетелей,"5,8"
Прегрешение: Семь смертных грехов,"6,8"
Судьба/Ночь схватки,"8,1"
Сегодняшнее меню для Эмии,"8,1"
Осомацу-сан 2,"7,6"
Осомацу-сан,"7,8"
Сакура — собирательница карт: Прозрачные карты,"6,7"
Динамический аккорд,"5,0"
Классикалоид 2,—
Классикалоид,"6,1"
Танец мечей,"7,7"
Танец мечей: Цветочный круг 2,"7,0"
Танец мечей: Цветочный круг,"7,3"
Школьные няни,"9,1"
"О том, кем работает король драконов","7,8"
Дама и принц,"7,0"
Ох уж этот экстрасенс Сайки Кусуо!,"9,0"
Ох уж этот экстрасенс Сайки Кусуо! 2,"9,2"
Миг за мигом,"8,1"
Трусливый велосипедист: Перерождение,"5,2"
Трусливый велосипедист фильм,"6,7"
Трусливый  велосипедист: Запасной велосипед,—
Трусливый велосипедист: Re:RIDE,"5,3"
Трусливый велосипедист: Специальная поездка,"5,7"
Трусливый велосипедист 2: Большая дорога,"7,9"
Трусливый велосипедист,"8,1"
Трусливый велосипедист 3: Новое поколение,"7,6"
Трусливый велосипедист 4,"6,9"
"Дальше, чем космос","8,7"
Убийца Акамэ!,"9,1"
Парни «Санрио»,"7,3"
Медленный старт,"7,3"
Возрождающие,"8,3"
Механическая планета,"8,5"
Любовь тирана,"7,3"
Попсовый эпос,"8,2"
Клуб кабуки: Спешл,—
Клуб кабуки,"5,9"
Да просто так!,"7,8"
Смертельный укус,"7,7"
Легенда о Гранкресте,"8,4"
Жрицы с мечами,"7,6"
Коллекция Дзюндзи Ито,"8,2"
Хакумэй и Микоти,"8,7"
Легенда о перевороте: Роман о заклятых богах,"5,6"
Вайолет Эвергарден,"9,3"
Охотник за душами,"5,2"
Сказочная девочка,"6,4"
Лагерь на свежем воздухе,"8,9"
Выпиваем дома,"7,4"
Как вырастить мумию,"8,6"
Сказка о Хвосте феи,"8,7"
Судьба/Апокриф,"8,2"
25-летняя старшеклассница,"5,5"
Военная хроника маленькой девочки,"8,7"
Семь смертных грехов: Знамение священной войны,"8,4"
Семь смертных грехов 2: Пролог,"8,3"
Нет игры — нет жизни: Начало,"9,0"
Нет игры - нет жизни: Спешлы,"7,9"
Нет игры — нет жизни,"8,9"
Блич,"9,3"
Скитальцы,"9,0"
Безумный азарт,"8,2"
Две звезды онмёджи,"8,5"
Юри на льду: Спешл,"9,0"
Юри на льду,"8,8"
Свиной рамэн из Хакаты,"8,3"
Созданный в Бездне,"9,3"
Сад изящных слов,"8,7"
Судный день,"6,4"
Озорная Такаги,"8,1"
Гаро: Багровая луна,"5,9"
Гаро: Печать пламени,"8,0"
Гаро: Линия схода,"7,0"
Магазинчик сладостей,"7,4"
Магазинчик сладостей 2,"7,8"
Трехцветные звездочки,"7,2"
Мартовский лев,"8,4"
Мартовский лев 2,"9,0"
Герой Юки Юна: История героя,"5,9"
Василиск,"8,3"
Василиск: Легенда об Оке,"6,0"
Любимый во Франксе,"8,0"
Империя Альтаир,"8,3"
Аниме-истории,"6,6"
Хлопушка-раскладушка,"7,6"
Коидзуми-сан любит рамен,"6,8"
Любовь похожа на прошедший дождь,"8,2"
Слабый удар,"7,9"
Марш смерти под рапсодию параллельного мира,"8,0"
Получеловек OVA,"7,2"
Получеловек. Фильм 3: Противостояние,"7,6"
Получеловек. Фильм 2: Столкновение,"7,7"
Получеловек. Фильм 1: Импульс,"7,5"
Полулюди 2,"8,3"
Полулюди,"8,1"
Драконий жемчуг: Супер,"8,7"
Семь смертных грехов,"8,8"
Семь смертных грехов 2,"8,7"
Цитрус,"7,9"
Бакуман 3,"9,3"
Бакуман 2,"9,1"
Бакуман,"9,1"
Врата Штейна,"9,2"
Стальной алхимик: Братство,"9,4"
Стальной алхимик,"9,3"
Мой жених — своенравный и инфантильный ученик,"6,4"
Двуличная сестренка Умару! OVA,"7,6"
Двуличная сестренка Умару! S,"7,3"
Двуличная сестренка Умару! 2,"7,9"
Двуличная сестренка Умару!,"7,5"
Невеста чародея,"8,2"
Невеста чародея: Эпизод 0,"7,5"
Невеста чародея: В ожидании путеводной звезды,"9,0"
Невеста чародея,"8,9"
Живая любовь! Сияние!! 2,"7,2"
Живая любовь! Сияние!!,"7,5"
"Было бы лучше, если бы здесь была только младшая сестра","7,5"
Садистская смесь,"8,2"
Re:Petit. Жизнь с малого в альтернативном мире,"6,4"
Re: Перерыв с нуля,"6,8"
Re: Жизнь в альтернативном мире с нуля,"8,7"
Наруто: Найти темно-красный четырехлистный клевер!,"7,4"
Твоё имя,"9,3"
Наруто: Битва на Хидден-Фолс,"7,7"
Наруто: Спортивный фестиваль Конохи,"7,8"
Наруто 1: Книга искусств ниндзя Снежной принцессы,"8,0"
Наруто: Ураганные хроники,"9,4"
Наруто,"9,1"
Повелитель,"9,1"
Повелитель 2,"8,9"
Ван-Пис: Приключения в Алабасте — Пролог,"7,2"
Ван-Пис фильм 8: Приключение в Алабасте — Принцесса пустыни и пираты,"7,5"
Покемон: Солнце и луна,"7,4"
Тетрадь смерти. Перезапись: Глазами Бога,"8,4"
Тетрадь смерти,"9,2"
Ван-Пис: Приключение в Небуландии,"7,2"
Ван-Пис: Золото,"8,3"
Ван-Пис 3D2Y: Пережить смерть Эйса! Обещание Луффи своим накама,"7,9"
Ван-Пис: Остров мечты,"7,4"
Ван-Пис: Начало приключений,"6,0"
Ван-Пис: Эпизод Луффи — Приключения на Ладоневом острове,"7,5"
Ван-Пис фильм 11: Z,"8,3"
Ван-Пис 3D,"4,6"
Ван-Пис 3D: Погоня за соломенной шляпой,"5,8"
Ван-Пис: Жестокий мир — Эпизод 0,"8,0"
Ван-Пис: Начало приключений,"7,4"
Ван-Пис: Жестокий мир,"8,1"
Ван-Пис: Театр Мугивары,"6,3"
Ван-Пис: Цельсь! Пиратские короли бейсбола,"7,0"
Ван-Пис: Футбольный король мечты,"7,2"
Ван-Пис: Танцевальный марафон Джанго,"7,6"
Ван-Пис: Воспоминания детектива в соломенной шляпе,"7,3"
Ван-Пис: Защитить! Последнее великое представление!,"7,4"
Ван-Пис: Открытие в большом море! Большая мечта отца!,"7,1"
Ван-Пис: Приключение в глуби океана,"7,7"
Ван-Пис: Победить пирата Ганзака!,"7,6"
Ван-Пис фильм 7: Гигантский механический солдат замка Каракури,"7,5"
Ван-Пис фильм 6: Барон Омацури и Секретный Остров,"8,1"
Ван-Пис фильм 5: Проклятие Святого Меча,"7,5"
Боруто: Новое поколение Наруто,"5,1"
Ван-Пис фильм 4: Путешествие в один конец,"7,8"
Ван-Пис фильм 3: Королевство Чоппера на Острове Необычных Животных,"7,3"
Ван-Пис фильм 2: Приключение на Заводном Острове,"7,7"
Ван-Пис фильм 1,"7,8"
Ван-Пис,"9,4"
Сквозь бальный зал,"9,2"
В песках поющие китята,"8,1"
Две машины,"5,9"
Темный дворецкий: Глава об убийстве,"9,1"
Тёмный дворецкий: Глава о цирке,"8,9"
Темный дворецкий: Глава об Атлантике,"9,2"
Урахара,"5,8"
Эльсворд: Воспоминания Айн,—
Атака титанов 3,"9,3"
Эльсворд: Леди Эль,"6,1"
Королевская игра,"6,9"
Девушки на последнем году обучения,"5,4"
Девушки в последнем путешествии,"8,8"
Список нечисти,"6,4"
Один из отвергнутых: Изгой 2,"8,2"
Один из отвергнутых: Изгой,"7,8"
Полноценная жизнь онлайн: Спешл,"8,4"
Полноценная жизнь онлайн,"8,2"
Исполнительный комитет признаний в любви: Пятничное «Доброе утро»,"7,5"
"Я все жду, когда ты полюбишь меня","7,3"
Исполнительный комитет признаний в любви,"7,8"
Нас всегда разделяли 10 сантиметров,"8,4"
Лунная песнь,"5,8"
Лунный проект,"5,4"
Моя девушка — убежденная извращенка-девственница OVA,"7,2"
Моя девушка — убежденная извращенка-девственница,"7,0"
Хранитель вечности,"8,0"
Нэгима?! Летний спешл?!,—
Нэгима?! Весенний спешл?!,—
Волшебный учитель Нэгима! Белые крылья,"6,1"
Нэгима?!,"6,2"
Волшебный учитель Нэгима!,"6,8"
Фронт кровавой блокады 2,"8,4"
Фронт кровавой блокады: Король ресторана королей,"8,0"
Фронт кровавой блокады: Лучшие и худшие дни в жизни,"7,9"
Фронт кровавой блокады,"8,2"
Чёрный клевер: Джамп Феста 2016,"8,3"
Чёрный клевер,"9,2"
Атака титанов: Потерянные девушки,"8,8"
Атака! Титаны средней школы,"7,7"
Атака титанов: Выбор без сожалений,"9,3"
Атака титанов: Крылья свободы,"8,5"
Атака титанов: Багровые луки и стрелы,"8,5"
Атака титанов: Оборона «Skytree»,"4,8"
Атака титанов: Спешлы,"6,7"
Атака титанов: Рекап,"8,3"
Атака титанов OVA,"8,8"
Атака титанов 2,"9,4"
Атака титанов,"9,4"
Инуясики,"8,2"
Ванпанчмен: Путь к становлению героем,"9,0"
Ванпанчмен: Спешлы,"8,9"
Ванпанчмен 2,"8,9"
Ванпанчмен,"9,3"
